id,label,x,y,cluster,weight<Links>,weight<Total link strength>,weight<Documents>,weight<Citations>,weight<Norm. citations>,score<Avg. pub. year>,score<Avg. citations>,score<Avg. norm. citations>
9920745,,0.0489,40.0361,21,0,0,0,0,0,0,0,0
9920750,,-1.6436,37.3728,21,0,0,0,0,0,0,0,0
9920755,,-6.0375,36.1803,21,0,0,0,0,0,0,0,0
9920760,,-7.3211,38.4494,21,0,0,0,0,0,0,0,0
9920765,,-6.1872,41.5797,21,0,0,0,0,0,0,0,0
9920770,,-8.8986,42.1081,21,0,0,0,0,0,0,0,0
9920775,,-9.2094,43.1528,21,0,0,0,0,0,0,0,0
9920780,,-6.925,37.1708,21,0,0,0,0,0,0,0,0
9920785,,37.2686,20.7511,21,0,0,0,0,0,0,0,0
9920790,,36.8885,22.0001,21,0,0,0,0,0,0,0,0
9920795,,37.4233,17.0342,21,0,0,0,0,0,0,0,0
9920800,,36.1427,12.7069,21,0,0,0,0,0,0,0,0
9920805,,34.2861,10.5542,21,0,0,0,0,0,0,0,0
9920810,,34.7047,6.6778,21,0,0,0,0,0,0,0,0
9920815,,33.9967,4.2228,21,0,0,0,0,0,0,0,0
9920820,,30.8588,3.4934,21,0,0,0,0,0,0,0,0
9920825,,26.4375,6.0778,21,0,0,0,0,0,0,0,0
9920830,,24.2011,8.6869,21,0,0,0,0,0,0,0,0
9920835,,21.8278,12.7975,21,0,0,0,0,0,0,0,0
9920840,,22.9358,15.1161,21,0,0,0,0,0,0,0,0
9920845,,25.0008,19.9991,21,0,0,0,0,0,0,0,0
9920850,,16.8367,56.8269,21,0,0,0,0,0,0,0,0
9920855,,18.1192,57.5311,21,0,0,0,0,0,0,0,0
9920860,,19.0344,57.9011,21,0,0,0,0,0,0,0,0
9920865,,11.5944,57.9325,21,0,0,0,0,0,0,0,0
9920870,,11.8064,58.1206,21,0,0,0,0,0,0,0,0
9920875,,19.1867,58.3914,21,0,0,0,0,0,0,0,0
9920880,,17.6758,59.0547,21,0,0,0,0,0,0,0,0
9920885,,18.4058,59.0239,21,0,0,0,0,0,0,0,0
9920890,,17.7869,59.3106,21,0,0,0,0,0,0,0,0
9920895,,17.8175,59.2778,21,0,0,0,0,0,0,0,0
9920900,,17.07,59.4594,21,0,0,0,0,0,0,0,0
9920905,,18.7469,59.545,21,0,0,0,0,0,0,0,0
9920910,,18.57,60.3078,21,0,0,0,0,0,0,0,0
9920915,,18.0608,62.6708,21,0,0,0,0,0,0,0,0
9920920,,20.8381,63.7733,21,0,0,0,0,0,0,0,0
9920925,,23.4311,67.4655,21,0,0,0,0,0,0,0,0
9920930,,24.167,65.814,21,0,0,0,0,0,0,0,0
9920935,,22.1992,65.5453,21,0,0,0,0,0,0,0,0
9920940,,20.7778,63.8692,21,0,0,0,0,0,0,0,0
9920945,,17.3289,62.4869,21,0,0,0,0,0,0,0,0
9920950,,17.1506,60.945,21,0,0,0,0,0,0,0,0
9920955,,17.7172,59.6633,21,0,0,0,0,0,0,0,0
9920960,,17.4447,59.6761,21,0,0,0,0,0,0,0,0
9920965,,17.7867,59.5358,21,0,0,0,0,0,0,0,0
9920970,,16.6928,59.4714,21,0,0,0,0,0,0,0,0
9920975,,18.2894,59.3686,21,0,0,0,0,0,0,0,0
9920980,,18.3114,59.1325,21,0,0,0,0,0,0,0,0
9920985,,16.9386,58.4842,21,0,0,0,0,0,0,0,0
9920990,,16.4956,57.9856,21,0,0,0,0,0,0,0,0
9920995,,14.6967,56.1611,21,0,0,0,0,0,0,0,0
9921000,,12.4517,56.2978,21,0,0,0,0,0,0,0,0
9921005,,11.8861,58.2119,21,0,0,0,0,0,0,0,0
9921010,,11.7511,59.0903,21,0,0,0,0,0,0,0,0
9921015,,12.8561,61.3625,21,0,0,0,0,0,0,0,0
9921020,,12.9381,64.0533,21,0,0,0,0,0,0,0,0
9921025,,14.505,66.1325,21,0,0,0,0,0,0,0,0
9921030,,16.7269,67.8992,21,0,0,0,0,0,0,0,0
9921035,,20.0969,69.0422,21,0,0,0,0,0,0,0,0
9921040,,41.0039,34.4194,21,0,0,0,0,0,0,0,0
9921045,,36.6237,34.205,21,0,0,0,0,0,0,0,0
9921050,,36.6903,36.2361,21,0,0,0,0,0,0,0,0
9921055,,7.6972,47.5433,21,0,0,0,0,0,0,0,0
9921060,,9.4746,47.0575,21,0,0,0,0,0,0,0,0
9921065,,10.13,46.2272,21,0,0,0,0,0,0,0,0
9921070,,7.0381,45.9319,21,0,0,0,0,0,0,0,0
9921075,,7.6972,47.5433,21,0,0,0,0,0,0,0,0
9921080,,-60.9231,10.7972,21,0,0,0,0,0,0,0,0
9921085,,-60.9231,10.7972,21,0,0,0,0,0,0,0,0
9921090,,99.2192,6.5325,21,0,0,0,0,0,0,0,0
9921095,,99.595,6.5939,21,0,0,0,0,0,0,0,0
9921100,,100.535,7.1742,21,0,0,0,0,0,0,0,0
9921105,,99.3892,7.1947,21,0,0,0,0,0,0,0,0
9921110,,99.1197,7.5919,21,0,0,0,0,0,0,0,0
9921115,,98.418,7.9361,21,0,0,0,0,0,0,0,0
9921120,,98.6119,8.0486,21,0,0,0,0,0,0,0,0
9921125,,98.3998,7.9418,21,0,0,0,0,0,0,0,0
9921130,,98.2667,9.0306,21,0,0,0,0,0,0,0,0
9921135,,97.8353,9.4028,21,0,0,0,0,0,0,0,0
9921140,,97.8839,9.4756,21,0,0,0,0,0,0,0,0
9921145,,99.6814,9.5061,21,0,0,0,0,0,0,0,0
9921150,,99.9761,9.4136,21,0,0,0,0,0,0,0,0
9921155,,99.6767,9.6075,21,0,0,0,0,0,0,0,0
9921160,,98.4083,9.7708,21,0,0,0,0,0,0,0,0
9921165,,100.0817,9.6867,21,0,0,0,0,0,0,0,0
9921170,,102.4358,11.9542,21,0,0,0,0,0,0,0,0
9921175,,102.2355,12.2853,21,0,0,0,0,0,0,0,0
9921180,,100.6764,12.9528,21,0,0,0,0,0,0,0,0
9921185,,100.8167,13.1294,21,0,0,0,0,0,0,0,0
9921190,,101.2811,19.5622,21,0,0,0,0,0,0,0,0
9921195,,103.3972,18.435,21,0,0,0,0,0,0,0,0
9921200,,105.5361,14.5633,21,0,0,0,0,0,0,0,0
9921205,,102.0603,12.5675,21,0,0,0,0,0,0,0,0
9921210,,99.1492,10.3656,21,0,0,0,0,0,0,0,0
9921215,,102.0952,6.2361,21,0,0,0,0,0,0,0,0
9921220,,100.655,6.4483,21,0,0,0,0,0,0,0,0
9921225,,98.7428,10.3486,21,0,0,0,0,0,0,0,0
9921230,,98.928,16.3858,21,0,0,0,0,0,0,0,0
9921235,,98.9955,19.7806,21,0,0,0,0,0,0,0,0
9921240,,71.6772,36.676,21,0,0,0,0,0,0,0,0
9921245,,70.9672,38.4721,21,0,0,0,0,0,0,0,0
9921250,,68.8878,37.3386,21,0,0,0,0,0,0,0,0
9921255,,67.3764,39.2125,21,0,0,0,0,0,0,0,0
9921260,,69.308,40.2014,21,0,0,0,0,0,0,0,0
9921265,,70.3755,40.3764,21,0,0,0,0,0,0,0,0
9921270,,70.9978,39.4009,21,0,0,0,0,0,0,0,0
9921275,,74.8566,38.4705,21,0,0,0,0,0,0,0,0
9921280,,-171.2239,-9.3789,21,0,0,0,0,0,0,0,0
9921285,,-171.8539,-9.1681,21,0,0,0,0,0,0,0,0
9921290,,-172.4839,-8.5872,21,0,0,0,0,0,0,0,0
9921295,,-175.1458,-21.1781,21,0,0,0,0,0,0,0,0
9921300,,-174.792,-20.2347,21,0,0,0,0,0,0,0,0
9921305,,-174.3909,-19.8817,21,0,0,0,0,0,0,0,0
9921310,,-174.3186,-19.8219,21,0,0,0,0,0,0,0,0
9921315,,-174.2725,-19.7528,21,0,0,0,0,0,0,0,0
9921320,,-175.0359,-19.6767,21,0,0,0,0,0,0,0,0
9921325,,-174.292,-19.5944,21,0,0,0,0,0,0,0,0
9921330,,-174.6231,-18.8094,21,0,0,0,0,0,0,0,0
9921335,,-174.0614,-18.7047,21,0,0,0,0,0,0,0,0
9921340,,-174.0897,-18.6742,21,0,0,0,0,0,0,0,0
9921345,,-174.0706,-18.6325,21,0,0,0,0,0,0,0,0
9921350,,-175.6214,-15.5608,21,0,0,0,0,0,0,0,0
9921355,,0.525,6.9478,21,0,0,0,0,0,0,0,0
9921360,,0.3683,10.2594,21,0,0,0,0,0,0,0,0
9921365,,1.3985,9.4299,21,0,0,0,0,0,0,0,0
9921370,,7.4231,1.5561,21,0,0,0,0,0,0,0,0
9921375,,10.865,33.6386,21,0,0,0,0,0,0,0,0
9921380,,10.9611,34.6553,21,0,0,0,0,0,0,0,0
9921385,,11.1372,34.6753,21,0,0,0,0,0,0,0,0
9921390,,9.8452,37.1394,21,0,0,0,0,0,0,0,0
9921395,,11.1289,35.2358,21,0,0,0,0,0,0,0,0
9921400,,11.5261,33.1711,21,0,0,0,0,0,0,0,0
9921405,,9.0553,32.1,21,0,0,0,0,0,0,0,0
9921410,,8.622,36.9414,21,0,0,0,0,0,0,0,0
9921415,,8.9447,37.5381,21,0,0,0,0,0,0,0,0
9921420,,26.0781,39.7836,21,0,0,0,0,0,0,0,0
9921425,,27.6072,40.5722,21,0,0,0,0,0,0,0,0
9921430,,35.5064,41.6381,21,0,0,0,0,0,0,0,0
9921435,,41.5316,41.5239,21,0,0,0,0,0,0,0,0
9921440,,44.3472,40.0239,21,0,0,0,0,0,0,0,0
9921445,,44.0342,39.385,21,0,0,0,0,0,0,0,0
9921450,,44.3172,36.9705,21,0,0,0,0,0,0,0,0
9921455,,39.23,36.6653,21,0,0,0,0,0,0,0,0
9921460,,36.2178,36.655,21,0,0,0,0,0,0,0,0
9921465,,32.8089,36.0256,21,0,0,0,0,0,0,0,0
9921470,,28.4542,36.8814,21,0,0,0,0,0,0,0,0
9921475,,27.2525,36.9675,21,0,0,0,0,0,0,0,0
9921480,,26.37,38.6619,21,0,0,0,0,0,0,0,0
9921485,,26.6447,39.2631,21,0,0,0,0,0,0,0,0
9921490,,28.7953,40.5514,21,0,0,0,0,0,0,0,0
9921495,,33.3339,42.0203,21,0,0,0,0,0,0,0,0
9921500,,29.0392,41.0572,21,0,0,0,0,0,0,0,0
9921505,,26.6339,41.3544,21,0,0,0,0,0,0,0,0
9921510,,179.2311,-8.5049,21,0,0,0,0,0,0,0,0
9921515,,178.3669,-8.0628,21,0,0,0,0,0,0,0,0
9921520,,178.7005,-7.4822,21,0,0,0,0,0,0,0,0
9921525,,177.1464,-7.1886,21,0,0,0,0,0,0,0,0
9921530,,176.3089,-6.2575,21,0,0,0,0,0,0,0,0
9921535,,177.2958,-6.1139,21,0,0,0,0,0,0,0,0
9921540,,176.0814,-5.6653,21,0,0,0,0,0,0,0,0
9921545,,53.0786,39.0939,21,0,0,0,0,0,0,0,0
9921550,,60.1403,41.3811,21,0,0,0,0,0,0,0,0
9921555,,66.5377,37.3664,21,0,0,0,0,0,0,0,0
9921560,,63.1053,35.4508,21,0,0,0,0,0,0,0,0
9921565,,60.3331,36.6561,21,0,0,0,0,0,0,0,0
9921570,,54.6811,37.4436,21,0,0,0,0,0,0,0,0
9921575,,53.2642,39.6553,21,0,0,0,0,0,0,0,0
9921580,,53.0047,39.7622,21,0,0,0,0,0,0,0,0
9921585,,54.2447,40.8803,21,0,0,0,0,0,0,0,0
9921590,,52.8158,41.6958,21,0,0,0,0,0,0,0,0
9921595,,55.4569,41.2867,21,0,0,0,0,0,0,0,0
9921600,,58.5156,42.3044,21,0,0,0,0,0,0,0,0
9921605,,39.9011,-7.6389,21,0,0,0,0,0,0,0,0
9921610,,39.3042,-5.7239,21,0,0,0,0,0,0,0,0
9921615,,39.7361,-5.4628,21,0,0,0,0,0,0,0,0
9921620,,39.203,-4.6696,21,0,0,0,0,0,0,0,0
9921625,,39.8264,-9.9931,21,0,0,0,0,0,0,0,0
9921630,,36.1897,-11.7067,21,0,0,0,0,0,0,0,0
9921635,,32.9404,-9.4051,21,0,0,0,0,0,0,0,0
9921640,,30.0261,-4.2694,21,0,0,0,0,0,0,0,0
9921645,,30.8942,-2.0761,21,0,0,0,0,0,0,0,0
9921650,,35.0097,1.8953,21,0,0,0,0,0,0,0,0
9921655,,29.975,-1.4644,21,0,0,0,0,0,0,0,0
9921660,,30.8588,3.4934,21,0,0,0,0,0,0,0,0
9921665,,33.9967,4.2228,21,0,0,0,0,0,0,0,0
9921670,,-1.0597,50.6875,21,0,0,0,0,0,0,0,0
9921675,,-1.0225,50.7858,21,0,0,0,0,0,0,0,0
9921680,,-4.6656,51.195,21,0,0,0,0,0,0,0,0
9921685,,-4.5714,53.2386,21,0,0,0,0,0,0,0,0
9921690,,-6.3533,55.2378,21,0,0,0,0,0,0,0,0
9921695,,-7.0308,54.4178,21,0,0,0,0,0,0,0,0
9921700,,-6.3533,55.2378,21,0,0,0,0,0,0,0,0
9921705,,-5.1036,55.4386,21,0,0,0,0,0,0,0,0
9921710,,-6.0767,55.65,21,0,0,0,0,0,0,0,0
9921715,,-5.0364,55.8378,21,0,0,0,0,0,0,0,0
9921720,,-6.1939,56.0292,21,0,0,0,0,0,0,0,0
9921725,,-5.735,56.1581,21,0,0,0,0,0,0,0,0
9921730,,-5.6419,56.2603,21,0,0,0,0,0,0,0,0
9921735,,-5.5839,56.3197,21,0,0,0,0,0,0,0,0
9921740,,-6.4047,56.3036,21,0,0,0,0,0,0,0,0
9921745,,-6.1658,56.4647,21,0,0,0,0,0,0,0,0
9921750,,-6.8928,56.4386,21,0,0,0,0,0,0,0,0
9921755,,-5.8086,56.3175,21,0,0,0,0,0,0,0,0
9921760,,-6.32,56.6031,21,0,0,0,0,0,0,0,0
9921765,,-6.5892,56.58,21,0,0,0,0,0,0,0,0
9921770,,-6.3175,56.9342,21,0,0,0,0,0,0,0,0
9921775,,-7.56,56.9603,21,0,0,0,0,0,0,0,0
9921780,,-6.5494,57.0681,21,0,0,0,0,0,0,0,0
9921785,,-5.9392,57.2781,21,0,0,0,0,0,0,0,0
9921790,,-7.2689,57.3989,21,0,0,0,0,0,0,0,0
9921795,,-6.0783,57.3942,21,0,0,0,0,0,0,0,0
9921800,,-5.6639,57.205,21,0,0,0,0,0,0,0,0
9921805,,-5.9908,57.5408,21,0,0,0,0,0,0,0,0
9921810,,-7.5433,57.5908,21,0,0,0,0,0,0,0,0
9921815,,-7.1967,57.7022,21,0,0,0,0,0,0,0,0
9921820,,-7.0064,57.8814,21,0,0,0,0,0,0,0,0
9921825,,-6.4739,57.9403,21,0,0,0,0,0,0,0,0
9921830,,-6.8022,58.2031,21,0,0,0,0,0,0,0,0
9921835,,-2.7025,53.3464,21,0,0,0,0,0,0,0,0
9921840,,-3.0231,54.9706,21,0,0,0,0,0,0,0,0
9921845,,-5.1742,55.0006,21,0,0,0,0,0,0,0,0
9921850,,-5.3033,55.8506,21,0,0,0,0,0,0,0,0
9921855,,-5.3987,56.4787,21,0,0,0,0,0,0,0,0
9921860,,-6.235,56.7192,21,0,0,0,0,0,0,0,0
9921865,,-5.5086,57.5347,21,0,0,0,0,0,0,0,0
9921870,,-3.0256,58.6475,21,0,0,0,0,0,0,0,0
9921875,,-2.0756,57.6994,21,0,0,0,0,0,0,0,0
9921880,,-3.7253,56.0275,21,0,0,0,0,0,0,0,0
9921885,,0.1181,53.5644,21,0,0,0,0,0,0,0,0
9921890,,1.2822,52.9275,21,0,0,0,0,0,0,0,0
9921895,,0.3828,51.4506,21,0,0,0,0,0,0,0,0
9921900,,-0.7964,50.7253,21,0,0,0,0,0,0,0,0
9921905,,-3.7167,50.2067,21,0,0,0,0,0,0,0,0
9921910,,-3.0283,51.2061,21,0,0,0,0,0,0,0,0
9921915,,-4.1336,52.9144,21,0,0,0,0,0,0,0,0
9921920,,0.735,51.4083,21,0,0,0,0,0,0,0,0
9921925,,-2.9183,58.7319,21,0,0,0,0,0,0,0,0
9921930,,-2.7931,58.9514,21,0,0,0,0,0,0,0,0
9921935,,-2.5556,59.3031,21,0,0,0,0,0,0,0,0
9921940,,-3.0764,59.3314,21,0,0,0,0,0,0,0,0
9921945,,-1.2914,60.2414,21,0,0,0,0,0,0,0,0
9921950,,-1.0986,60.73,21,0,0,0,0,0,0,0,0
9921955,,-0.7581,60.8178,21,0,0,0,0,0,0,0,0
9921960,,33.0403,46.0114,21,0,0,0,0,0,0,0,0
9921965,,32.1678,46.1458,21,0,0,0,0,0,0,0,0
9921970,,33.8389,52.3605,21,0,0,0,0,0,0,0,0
9921975,,35.6067,50.3694,21,0,0,0,0,0,0,0,0
9921980,,40.1669,49.2486,21,0,0,0,0,0,0,0,0
9921985,,39.7964,47.8572,21,0,0,0,0,0,0,0,0
9921990,,34.9853,46.0758,21,0,0,0,0,0,0,0,0
9921995,,34.4016,46.0139,21,0,0,0,0,0,0,0,0
9922000,,35.1267,45.3261,21,0,0,0,0,0,0,0,0
9922005,,34.8272,46.0694,21,0,0,0,0,0,0,0,0
9922010,,36.4397,45.0655,21,0,0,0,0,0,0,0,0
9922015,,32.4805,45.3958,21,0,0,0,0,0,0,0,0
9922020,,31.5078,46.5797,21,0,0,0,0,0,0,0,0
9922025,,30.8328,46.5483,21,0,0,0,0,0,0,0,0
9922030,,28.2148,45.4486,21,0,0,0,0,0,0,0,0
9922035,,29.1844,47.443,21,0,0,0,0,0,0,0,0
9922040,,22.8948,47.9545,21,0,0,0,0,0,0,0,0
9922045,,24.1114,50.5669,21,0,0,0,0,0,0,0,0
9922050,,30.9431,52.0738,21,0,0,0,0,0,0,0,0
9922055,,-75.1592,19.9607,21,0,0,0,0,0,0,0,0
9922060,,-75.1214,19.8875,21,0,0,0,0,0,0,0,0
9922065,,-154.7928,19.5386,21,0,0,0,0,0,0,0,0
9922070,,-156.5472,20.5253,21,0,0,0,0,0,0,0,0
9922075,,-156.4734,20.8981,21,0,0,0,0,0,0,0,0
9922080,,-156.8945,21.1611,21,0,0,0,0,0,0,0,0
9922085,,-160.5378,21.6322,21,0,0,0,0,0,0,0,0
9922090,,-158.2734,21.5805,21,0,0,0,0,0,0,0,0
9922095,,-160.0614,22.0139,21,0,0,0,0,0,0,0,0
9922100,,-159.4336,21.8814,21,0,0,0,0,0,0,0,0
9922105,,-164.6961,23.5647,21,0,0,0,0,0,0,0,0
9922110,,-81.8135,24.5439,21,0,0,0,0,0,0,0,0
9922115,,-82.1,24.5831,21,0,0,0,0,0,0,0,0
9922120,,-81.7151,24.5531,21,0,0,0,0,0,0,0,0
9922125,,-81.5883,24.59,21,0,0,0,0,0,0,0,0
9922130,,-81.1378,24.7017,21,0,0,0,0,0,0,0,0
9922135,,-81.3608,24.7008,21,0,0,0,0,0,0,0,0
9922140,,-80.9689,24.7428,21,0,0,0,0,0,0,0,0
9922145,,-80.6986,24.8667,21,0,0,0,0,0,0,0,0
9922150,,-80.6644,24.895,21,0,0,0,0,0,0,0,0
9922155,,-168.0059,25.0175,21,0,0,0,0,0,0,0,0
9922160,,-80.5772,24.9456,21,0,0,0,0,0,0,0,0
9922165,,-80.1622,25.6694,21,0,0,0,0,0,0,0,0
9922170,,-171.7314,25.7608,21,0,0,0,0,0,0,0,0
9922175,,-81.6642,25.8886,21,0,0,0,0,0,0,0,0
9922180,,-173.9461,26.0633,21,0,0,0,0,0,0,0,0
9922185,,-82.2217,26.6125,21,0,0,0,0,0,0,0,0
9922190,,-82.1797,26.6992,21,0,0,0,0,0,0,0,0
9922195,,-82.2553,26.7594,21,0,0,0,0,0,0,0,0
9922200,,-97.1778,26.0847,21,0,0,0,0,0,0,0,0
9922205,,-97.3822,27.2189,21,0,0,0,0,0,0,0,0
9922210,,-97.0358,27.8753,21,0,0,0,0,0,0,0,0
9922215,,-96.4047,28.3922,21,0,0,0,0,0,0,0,0
9922220,,-96.3608,28.4025,21,0,0,0,0,0,0,0,0
9922225,,-90.8727,29.0461,21,0,0,0,0,0,0,0,0
9922230,,-90.7583,29.0486,21,0,0,0,0,0,0,0,0
9922235,,-90.2983,29.0669,21,0,0,0,0,0,0,0,0
9922240,,-89.9753,29.2428,21,0,0,0,0,0,0,0,0
9922245,,-89.86,29.3103,21,0,0,0,0,0,0,0,0
9922250,,-94.8214,29.3386,21,0,0,0,0,0,0,0,0
9922255,,-89.157,29.4925,21,0,0,0,0,0,0,0,0
9922260,,-89.5658,29.5547,21,0,0,0,0,0,0,0,0
9922265,,-89.0372,29.5736,21,0,0,0,0,0,0,0,0
9922270,,-91.7867,29.4861,21,0,0,0,0,0,0,0,0
9922275,,-89.4286,29.6928,21,0,0,0,0,0,0,0,0
9922280,,-85.095,29.6239,21,0,0,0,0,0,0,0,0
9922285,,-89.4911,29.7931,21,0,0,0,0,0,0,0,0
9922290,,-89.2853,29.7714,21,0,0,0,0,0,0,0,0
9922295,,-88.8458,29.7764,21,0,0,0,0,0,0,0,0
9922300,,-89.3464,30.0594,21,0,0,0,0,0,0,0,0
9922305,,-88.4281,30.2128,21,0,0,0,0,0,0,0,0
9922310,,-88.5522,30.2147,21,0,0,0,0,0,0,0,0
9922315,,-88.0947,30.2411,21,0,0,0,0,0,0,0,0
9922320,,-87.2922,30.3328,21,0,0,0,0,0,0,0,0
9922325,,-118.3692,32.8547,21,0,0,0,0,0,0,0,0
9922330,,-79.365,33.0031,21,0,0,0,0,0,0,0,0
9922335,,-118.3019,33.3094,21,0,0,0,0,0,0,0,0
9922340,,-78.0164,33.8742,21,0,0,0,0,0,0,0,0
9922345,,-120.2261,34.0061,21,0,0,0,0,0,0,0,0
9922350,,-120.2978,34.0286,21,0,0,0,0,0,0,0,0
9922355,,-76.5353,34.6356,21,0,0,0,0,0,0,0,0
9922360,,-77.0981,34.6505,21,0,0,0,0,0,0,0,0
9922365,,-76.1997,34.9417,21,0,0,0,0,0,0,0,0
9922370,,-76.0678,35.0394,21,0,0,0,0,0,0,0,0
9922375,,-75.5272,35.2356,21,0,0,0,0,0,0,0,0
9922380,,-75.7233,35.9417,21,0,0,0,0,0,0,0,0
9922385,,-75.8725,37.1492,21,0,0,0,0,0,0,0,0
9922390,,-75.7883,37.238,21,0,0,0,0,0,0,0,0
9922395,,-121.8014,38.0553,21,0,0,0,0,0,0,0,0
9922400,,-75.3842,37.8722,21,0,0,0,0,0,0,0,0
9922405,,-74.4442,39.4069,21,0,0,0,0,0,0,0,0
9922410,,-74.1,39.7508,21,0,0,0,0,0,0,0,0
9922415,,-74.0628,40.6394,21,0,0,0,0,0,0,0,0
9922420,,-73.2233,40.6353,21,0,0,0,0,0,0,0,0
9922425,,-74.0325,40.6258,21,0,0,0,0,0,0,0,0
9922430,,-69.995,41.3281,21,0,0,0,0,0,0,0,0
9922435,,-71.2975,41.4586,21,0,0,0,0,0,0,0,0
9922440,,-68.8981,44.1239,21,0,0,0,0,0,0,0,0
9922445,,-68.6681,44.2853,21,0,0,0,0,0,0,0,0
9922450,,-68.1683,44.3455,21,0,0,0,0,0,0,0,0
9922455,,-123.9725,46.5153,21,0,0,0,0,0,0,0,0
9922460,,-122.8431,47.2069,21,0,0,0,0,0,0,0,0
9922465,,-122.5047,48.3097,21,0,0,0,0,0,0,0,0
9922470,,-122.9361,48.4578,21,0,0,0,0,0,0,0,0
9922475,,-122.995,48.5297,21,0,0,0,0,0,0,0,0
9922480,,-122.9225,48.7117,21,0,0,0,0,0,0,0,0
9922485,,-95.0781,49.3592,21,0,0,0,0,0,0,0,0
9922490,,-89.3567,47.9797,21,0,0,0,0,0,0,0,0
9922495,,-83.9589,46.0717,21,0,0,0,0,0,0,0,0
9922500,,-82.5214,42.6189,21,0,0,0,0,0,0,0,0
9922505,,-78.7247,43.6294,21,0,0,0,0,0,0,0,0
9922510,,-67.795,47.07,21,0,0,0,0,0,0,0,0
9922515,,-67.5511,44.6661,21,0,0,0,0,0,0,0,0
9922520,,-68.3212,44.4659,21,0,0,0,0,0,0,0,0
9922525,,-69.0675,44.0633,21,0,0,0,0,0,0,0,0
9922530,,-70.7292,43.1228,21,0,0,0,0,0,0,0,0
9922535,,-70.0789,42.0622,21,0,0,0,0,0,0,0,0
9922540,,-71.5053,41.3669,21,0,0,0,0,0,0,0,0
9922545,,-73.9522,40.3,21,0,0,0,0,0,0,0,0
9922550,,-74.4626,39.4211,21,0,0,0,0,0,0,0,0
9922555,,-75.0285,40.0123,21,0,0,0,0,0,0,0,0
9922560,,-75.8808,37.9494,21,0,0,0,0,0,0,0,0
9922565,,-75.8317,39.5775,21,0,0,0,0,0,0,0,0
9922570,,-77.2444,38.3983,21,0,0,0,0,0,0,0,0
9922575,,-77.1339,38.1728,21,0,0,0,0,0,0,0,0
9922580,,-77.2322,37.2964,21,0,0,0,0,0,0,0,0
9922585,,-76.1955,36.32,21,0,0,0,0,0,0,0,0
9922590,,-76.0708,35.9919,21,0,0,0,0,0,0,0,0
9922595,,-77.0508,35.5303,21,0,0,0,0,0,0,0,0
9922600,,-76.3358,34.8869,21,0,0,0,0,0,0,0,0
9922605,,-78.8275,33.7303,21,0,0,0,0,0,0,0,0
9922610,,-79.3717,33.0589,21,0,0,0,0,0,0,0,0
9922615,,-80.67,32.2142,21,0,0,0,0,0,0,0,0
9922620,,-80.6022,28.6075,21,0,0,0,0,0,0,0,0
9922625,,-81.0881,25.1156,21,0,0,0,0,0,0,0,0
9922630,,-81.7778,26.7106,21,0,0,0,0,0,0,0,0
9922635,,-82.4225,27.9175,21,0,0,0,0,0,0,0,0
9922640,,-83.6694,29.9061,21,0,0,0,0,0,0,0,0
9922645,,-86.2633,30.4967,21,0,0,0,0,0,0,0,0
9922650,,-90.4197,30.1983,21,0,0,0,0,0,0,0,0
9922655,,-89.6764,29.5239,21,0,0,0,0,0,0,0,0
9922660,,-90.1783,29.5725,21,0,0,0,0,0,0,0,0
9922665,,-93.8403,29.7042,21,0,0,0,0,0,0,0,0
9922670,,-95.0594,29.7189,21,0,0,0,0,0,0,0,0
9922675,,-96.2128,28.4856,21,0,0,0,0,0,0,0,0
9922680,,-97.1847,27.8275,21,0,0,0,0,0,0,0,0
9922685,,-97.5594,26.8361,21,0,0,0,0,0,0,0,0
9922690,,-102.3058,29.8894,21,0,0,0,0,0,0,0,0
9922695,,-108.2086,31.7833,21,0,0,0,0,0,0,0,0
9922700,,-114.7191,32.7185,21,0,0,0,0,0,0,0,0
9922705,,-120.6142,35.1358,21,0,0,0,0,0,0,0,0
9922710,,-122.0058,37.4714,21,0,0,0,0,0,0,0,0
9922715,,-121.7361,38.0447,21,0,0,0,0,0,0,0,0
9922720,,-122.9971,38.0051,21,0,0,0,0,0,0,0,0
9922725,,-123.7758,39.7172,21,0,0,0,0,0,0,0,0
9922730,,-123.952,46.1811,21,0,0,0,0,0,0,0,0
9922735,,-123.99,46.3978,21,0,0,0,0,0,0,0,0
9922740,,-124.1619,46.9411,21,0,0,0,0,0,0,0,0
9922745,,-122.8364,47.4392,21,0,0,0,0,0,0,0,0
9922750,,-122.6192,47.4205,21,0,0,0,0,0,0,0,0
9922755,,-122.3097,47.4011,21,0,0,0,0,0,0,0,0
9922760,,-95.1542,48.9994,21,0,0,0,0,0,0,0,0
9922765,,-122.4958,47.5955,21,0,0,0,0,0,0,0,0
9922770,,-77.8517,34.1111,21,0,0,0,0,0,0,0,0
9922775,,-179.142,51.2686,21,0,0,0,0,0,0,0,0
9922780,,-178.9003,51.355,21,0,0,0,0,0,0,0,0
9922785,,178.993,51.575,21,0,0,0,0,0,0,0,0
9922790,,178.3922,51.7631,21,0,0,0,0,0,0,0,0
9922795,,-176.1433,51.7744,21,0,0,0,0,0,0,0,0
9922800,,-176.277,51.8603,21,0,0,0,0,0,0,0,0
9922805,,-177.8139,51.7197,21,0,0,0,0,0,0,0,0
9922810,,-175.9511,51.8689,21,0,0,0,0,0,0,0,0
9922815,,-177.7045,51.7008,21,0,0,0,0,0,0,0,0
